name	mrna_length	genome_length	exon_count
C20orf132	2088	50751	13
RPN2	2487	62550	17
GHRH	451	5801	4
MANBAL	1196	27611	3
SRC	4097	60732	14
BLCAP	2042	10484	2
NNAT	1300	2482	3
FLJ42133	2112	6325	4
CTNNBL1	1887	178086	16
C20orf102	1952	42240	4
KIAA0406	3912	50409	9
C20orf77	4214	59161	7
TGM2	3920	36836	13
KIAA1755	6412	50268	14
BPI	1812	33321	15
LBP	1823	30769	15
KIAA1219	8634	106017	30
SMAF1	770	7267	3
SLC32A1	2574	4911	2
ACTR5	2223	23737	9
PPP1R16B	6250	117319	11
DHX35	3300	77364	22
MAFB	3358	3358	1
TOP1	3731	95663	21
PLCG1	5205	38197	32
ZHX3	9991	121651	4
LPIN3	4362	19662	20
EMILIN3	3827	6893	4
CHD6	10389	215964	37
PTPRT	12645	1117165	31
SFRS6	3729	5724	6
SGK2	1857	26587	13
IFT52	1674	56283	14
MYBL2	2713	49414	14
FAM112A	766	841	2
C20orf100	2515	153446	10
JPH2	4785	75882	6
C20orf111	1572	14296	4
GDAP1L1	2242	33104	6
R3HDML	1377	14250	5
HNF4A	1190	68577	8
C3	5100	42816	41
C20orf121	6191	18698	5
SERINC3	1727	25863	11
PKIG	1180	87242	4
ADA	1531	32213	12
WISP2	1403	12567	4
KCNK15	1244	5179	2
RIMS4	5136	58464	6
YWHAB	3104	22817	7
TOMM34	2049	18344	7
STK4	6328	113472	11
KCNS1	4538	8803	5
WFDC5	1008	5711	4
WFDC12	774	1040	3
PI3	595	1687	3
SEMG1	1621	2735	3
SEMG2	1981	3089	3
SLPI	598	2328	4
MATN4	2075	12145	9
RBPSUHL	2489	10972	12
SDC4	2610	23134	5
SYS1	2821	6147	4
C20orf10	980	4437	5
HAGH	1609	18091	10
WFDC2	358	9995	3
WFDC6	619	5299	3
SPINLW1	2434	5750	3
WFDC8	1268	28174	7
WFDC9	658	23329	5
WFDC10A	481	1446	2
WFDC11	615	21677	5
WFDC10B	631	20368	4
WFDC13	1370	6800	4
WFDC3	1000	17701	7
DNTTIP1	1288	19489	13
UBE2C	808	4340	6
TNNC2	680	4098	6
SNX21	3173	9445	4
ACOT8	1157	15675	6
ZSWIM3	2773	21506	2
ZSWIM1	2168	4025	3
C20orf165	718	1108	2
NEURL2	1259	2635	2
PLTP	1745	13390	16
C20orf67	2695	13344	17
ZNF335	4451	23541	28
MMP9	2335	7653	13
SLC12A5	6042	30952	26
NCOA5	3205	28953	8
CDH22	3657	77959	11
SLC35C2	2265	14887	10
ELMO2	3680	40580	22
ZNF334	2453	12486	5
SLC13A3	4045	93636	13
TP53RK	3372	5272	2
SLC2A10	4233	26705	5
EYA2	2454	293982	16
ZMYND8	4568	147094	22
NCOA3	7919	154956	23
SULF2	3897	128657	21
HEPN1	1428	1428	1
HEPACAM	3545	17163	7
PEX14	1924	155811	9
TAS1R2	2521	20063	6
ARFGEF2	5860	111812	39
CSE1L	3559	50647	25
STAU1	3534	75027	14
DDX27	2641	24729	21
FBXO10	4575	65362	11
KCNB1	3756	110677	2
PTGIS	5603	64297	10
B4GALT5	4642	80854	9
SLC9A8	6255	79523	16
SPATA2	4042	12138	3
ZNF313	2465	17507	6
SNAI1	1690	5892	3
UBE2V1	2131	32048	4
Kua-UEV	2377	48520	5
Kua	2184	29951	6
CEBPB	1837	1837	1
LOC284751	432	19148	3
PTPN1	3314	74194	10
PARD6B	4614	22197	3
BCAS4	1109	82247	4
ADNP	4713	40645	5
DPM1	1047	23656	9
MOCS3	2458	2458	1
KCNG1	1924	6682	2
NFATC2	3253	151493	11
ATP9A	7580	171595	28
SALL4	3448	18430	4
ZFP64	2832	107974	9
TSHZ2	4129	514866	3
ZNF217	5633	16025	5
BCAS1	2816	126567	12
CYP24A1	3274	20537	12
PFDN4	1345	11990	4
SLC34A2	4149	22932	13
DOK5	1832	175444	8
CBLN4	2507	7516	3
MC3R	1083	1083	1
AURKA	2339	22907	9
CSTF1	2295	12156	6
C20orf32	2545	46473	6
C20orf43	1605	50252	9
C20orf106	905	1651	2
C20orf107	692	3273	2
TFAP2C	2863	9979	7
BMP7	1879	95747	7
SPO11	1816	14218	13
RAE1	1811	27374	12
RBM38	2376	17921	4
HMG1L1	634	634	1
CTCFL	3456	27931	11
PCK1	2688	5380	10
ZBP1	2193	16626	8
TMEPAI	4914	61580	4
C20orf85	755	10199	4
ABCB4	3826	73659	27
PPP4R1L	2325	71521	14
RAB22A	8648	57790	7
VAPB	3673	57717	6
APCDD1L	3112	55524	4
STX16	4946	28253	9
NPEPL1	2185	23039	12
DAB2IP	5451	218409	17
TH1L	2255	13876	15
CTSZ	1477	12045	6
TUBB1	3494	7399	4
ATP5E	416	3667	3
EDN3	2397	25548	6
PHACTR3	2726	243162	13
SYCP2	5479	68591	44
PPP1R3D	3461	3461	1
C20orf177	3798	7004	4
CDH26	3181	54686	18
C20orf197	2732	17029	4
LOC284757	4211	6961	2
CDH4	3060	684741	16
LSM14B	1195	11321	9
PSMA7	984	6684	7
C11orf1	981	4848	4
SS18L1	4548	38745	11
GTPBP5	3085	9521	6
HRH3	2659	5286	3
FLJ44790	3210	4340	3
OSBPL2	3935	57690	14
ADRM1	1403	5890	10
LAMA5	11424	58246	80
RPS21	395	1455	6
CABLES2	3776	18645	10
C20orf151	2793	17297	14
GATA5	2594	12473	7
FLJ30313	2585	6978	3
C20orf166	1213	20305	4
SLCO4A1	2776	29851	12
C20orf20	1598	4103	5
OGFR	2419	9175	7
COL9A3	2484	24097	32
TCFL5	2455	20648	6
DIDO1	8544	60185	16
C20orf11	4425	10385	5
C20orf59	2586	15883	14
BHLHB4	941	941	1
METTL6	2499	17666	6
YTHDF1	3250	20755	5
BIRC7	1267	4578	7
C20orf58	1425	13752	7
ARFGAP1	3249	16977	13
CHRNA4	5540	18084	6
KCNQ2	3197	66452	16
AIM1	7550	58603	20
EEF1A2	1843	11140	8
C20orf149	776	1391	4
PTK6	2507	8930	8
SRMS	1516	6695	8
C20orf195	1109	3661	2
PRIC285	7506	9668	14
GMEB2	4559	32275	9
STMN3	2255	13720	5
RTEL1	4462	37951	35
TNFRSF6B	1454	3746	7
ARFRP1	1740	8557	8
ZGPAT	1996	28103	7
LIME1	1178	2462	6
SLC2A4RG	2277	4191	8
ZBTB46	4376	60979	5
C20orf135	1776	1776	1
TPD52L2	2340	26299	7
DNAJC5	3240	38877	5
UCKL1	1830	16581	15
GM632	5919	13164	17
SAMD10	2176	5525	5
ANKAR	4109	69941	22
PRR17	1466	1639	2
SOX18	1703	1899	2
TCEA2	1634	15261	11
RGS19	1590	6309	6
OPRL1	3203	20504	4
LOC198437	868	980	2
NPBWR2	1001	1001	1
MYT1	5533	77778	23
PCMTD2	3653	20273	6
RGS3	4590	153007	26
INPP5A	2937	245631	16
ACBD5	3937	45618	13
BAGE4	1756	78084	9
BAGE3	1891	78084	10
BAGE2	1891	78084	10
BAGE5	1755	78084	9
BAGE	951	41142	5
ANKRD21	1826	31409	11
LOC441956	1839	1839	1
LIPI	1633	98118	10
RBM11	1952	12203	5
BAI1	5527	80991	30
STCH	3984	12071	5
SAMSN1	1888	61116	8
NRIP1	7292	7292	1
USP25	4968	149882	24
C21orf34	923	536701	8
CXADR	2470	53935	7
BTG3	1351	19191	5
C21orf91	1506	25519	4
CHODL	2543	22536	6
PRSS7	3690	134284	25
NCAM2	3699	540582	18
PGR	5000	92153	8
CD1C	2591	5001	6
CD1B	1394	3580	6
JAM2	1693	75647	10
ATP5J	833	11174	4
GABPA	4378	36641	10
APP	3626	290271	18
CYYR1	3078	107053	4
ADAMTS1	4649	9121	9
ADAMTS5	9045	48591	8
N6AMT1	4865	13181	6
ZNF294	7703	64759	30
C21orf6	1701	13602	5
USP16	2968	29868	18
CCT8	1892	17361	15
C21orf7	1993	95328	9
BACH1	5639	47248	5
GRIK1	3477	403027	16
CLDN17	673	673	1
CLDN8	1989	1989	1
KRTAP26-1	1156	1156	1
KRTAP23-1	208	208	1
KRTAP13-2	822	822	1
KRTAP13-3	520	520	1
KRTAP13-4	481	481	1
KRTAP15-1	452	452	1
KRTAP19-1	271	271	1
KRTAP19-2	157	157	1
KRTAP19-3	494	494	1
KRTAP19-4	254	254	1
KRTAP19-5	218	218	1
KRTAP19-6	328	328	1
KRTAP19-7	191	191	1
KRTAP6-3	615	615	1
KRTAP6-2	188	188	1
KRTAP22-1	146	146	1
KRTAP6-1	218	218	1
KRTAP20-1	170	170	1
KRTAP20-2	197	197	1
KRTAP21-2	250	250	1
KRTAP21-1	238	238	1
KRTAP8-1	555	555	1
KRTAP11-1	909	909	1
CDC14B	5470	119716	13
SOD1	963	9307	5
SFRS15	3864	60714	20
HUNK	7384	130749	11
C21orf45	1569	10845	5
MRAP	996	20474	5
C21orf119	813	813	1
C21orf63	1933	102946	8
LONRF2	12516	36117	12
TCP10L	956	8954	5
C21orf59	1050	10558	7
SYNJ1	7039	99162	32
C21orf66	2808	30520	16
LILRB3	2822	6813	13
OR1L1	1081	1081	1
OLIG2	2488	3262	2
OLIG1	2153	2153	1
IFNAR2	1410	32831	9
IL10RB	1935	30849	7
IFNAR1	6092	34913	11
IFNGR2	2219	34625	7
TMEM50B	2331	30833	7
GART	3277	38143	22
SON	7495	17622	7
LPA	6488	134892	40
SLC44A1	4538	146752	16
SWS1	1875	23130	6
ANKRD42	2562	54723	10
DONSON	2169	10803	10
COL10A1	3289	7211	3
ITSN1	5440	196018	30
ATP5O	805	12401	7
MRPS6	984	69506	3
KCNE2	803	7118	2
KCNE1	3569	65585	4
DSCR1	2404	10476	4
CLIC6	3800	48832	6
RUNX1	7273	100889	6
HDAC9	3139	458054	23
SETD4	3341	29867	14
CBR1	1245	3178	3
CBR3	1110	11596	3
DOPEY2	7678	129733	37
MORC3	4226	56438	17
CHAF1B	2278	31436	14
CLDN14	1215	5805	2
SIM2	2808	46623	10
HLCS	5973	239311	12
DSCR6	2232	13094	4
PIGP	911	7440	4
TTC3	7714	129836	46
LOC440145	2298	19330	3
DSCR3	3251	44108	8
RBM23	2555	18542	13
ACVRL1	4262	15943	10
KCNJ6	2483	291910	4
DSCR4	1097	67141	3
DSCR8	533	35038	4
KCNJ15	2863	45081	4
ERG	3057	116597	10
C21orf24	3565	3565	1
ETS2	3669	19028	10
FLJ45139	3823	61139	4
DSCR2	1118	8047	7
BRWD1	8650	128153	42
HMGN1	1298	6801	6
WRB	1317	17347	5
C21orf13	2362	38357	10
SH3BGR	991	69630	7
C21orf88	1068	15292	3
B3GALT5	2762	5562	3
PCP4	554	61974	3
DSCAM	7109	834697	33
BACE2	2992	108796	9
FAM3B	1384	40994	8
MX2	2961	46920	14
MX1	2787	32985	17
TMPRSS2	3194	43598	14
C21orf129	2033	4256	6
RIPK4	3872	27721	8
PALM	2742	39378	8
RDH8	1713	9029	6
LRP1B	16531	1900275	91
NYD-SP21	3299	21740	4
ZNF295	7367	23510	2
TBX20	1354	51200	8
UMODL1	5058	80038	23
ABCG1	3117	97554	16
TFF3	667	3543	3
TFF2	604	4639	4
TFF1	490	4252	3
TMPRSS3	2104	17228	10
UBASH3A	2376	43754	14
TSGA2	1364	23803	9
SLC37A1	3093	81808	21
PDE9A	1878	121755	19
WDR4	1506	36473	12
NDUFV3	1034	16395	3
PKNOX1	4976	59046	11
CBS	2517	23122	17
U2AF1	952	14622	8
CRYAA	1114	3773	3
FLJ41733	2816	3235	2
C18orf17	2304	140255	14
C21orf125	3013	3879	3
HSF2BP	1898	130302	9
MAPK8IP2	3362	10848	12
PDXK	7373	43203	11
FAM127A	1236	1236	1
CSTB	657	2428	3
D21S2056E	2968	15727	13
AGPAT3	6554	122359	10
TMEM1	1758	47939	7
PWP2	3259	23855	21
C21orf33	1652	12097	7
ICOSLG	3236	14111	7
DNMT3L	1705	15877	12
AIRE	2255	12338	14
PFKL	3390	27326	25
C21orf2	2094	10320	7
TRPM2	5879	89481	32
LRRC3	2496	3338	2
C21orf29	3967	213721	12
KRTAP10-1	1011	1011	1
KRTAP10-2	1071	1071	1
KRTAP10-3	738	738	1
KRTAP10-4	1382	1382	1
KRTAP10-5	918	918	1
KRTAP10-6	1237	1237	1
KRTAP10-7	1167	1182	2
KRTAP10-8	876	876	1
KRTAP10-9	1171	1171	1
KRTAP10-10	1098	1098	1
KRTAP10-11	1006	1006	1
KRTAP12-4	447	447	1
KRTAP12-3	409	409	1
KRTAP12-2	738	738	1
KRTAP12-1	586	586	1
KRTAP10-12	873	873	1
UBE2G2	2909	32783	6
SUMO3	1807	12513	4
PTTG1IP	2736	24229	6
ITGB2	2865	35005	16
C21orf69	1595	2160	2
C21orf67	1030	5118	4
C21orf70	880	36933	6
ADARB1	5030	151960	13
SLC37A4	2072	6525	9
C6orf148	1131	21868	4
GPR123	6003	60746	16
C21orf123	2341	5355	3
ASF1A	2062	8405	3
SLC39A4	2317	4119	11
C9orf156	1646	18081	5
SLC19A1	2838	27723	6
PCBP3	1988	92493	14
COL6A1	4225	23301	35
BEST3	2876	35666	6
C14orf147	2533	29324	2
KCNC1	1574	36666	2
MYO7A	7337	86969	49
FTCD	1904	19305	15
C21orf56	1085	23232	4
LSS	2644	40331	23
MCM3AP	6113	50189	28
C21orf57	1181	5845	3
C21orf58	2965	22736	8
PCNT	10540	121627	47
DIP2A	2892	87328	20
DDR1	3822	16071	19
PRMT2	2130	29336	11
LOC389833	1599	61391	4
LOC389832	1942	6757	2
OR11H1	979	979	1
CESK1	2053	2053	1
DUOXA2	1435	3776	6
GAB4	2627	46284	10
CECR6	4954	4954	1
CECR5	1800	21759	8
CECR1	3071	20354	7
SLC25A18	2087	30465	11
ATP6V1E1	1339	36686	8
BCL2L13	3363	90503	7
BID	2490	39874	6
PEX26	2473	11502	6
TUBA8	2018	20940	5
USP18	2033	27403	11
DKFZp434K191	4834	9846	6
DGCR6	1170	5822	5
PRODH	2400	23772	15
DGCR13	3021	3021	1
TSSK2	1347	1347	1
DGCR14	1697	10711	10
GSCL	617	1292	3
SLC25A1	1583	3191	9
ZNF205	2058	7954	7
CEP350	13452	160107	38
GNAT2	1364	9816	8
YBX1	1543	19952	8
ZNF623	6635	6635	1
LCN2	823	4004	7
HIRA	4013	100996	25
MRPL40	772	3559	4
LOC128977	1220	4326	3
UFD1L	1500	29025	11
CDC45L	1909	40719	19
CLDN5	1699	2311	2
GAGE1	810	7339	5
TBX1	2082	10630	9
GNB1L	1513	66523	8
C22orf29	6593	8669	3
TXNRD2	1964	66320	18
COMT	1288	27220	6
ARVCF	4017	46889	20
C22orf25	2271	44817	9
DGCR8	4439	31565	14
HTF9C	2905	5371	12
RANBP1	884	9681	6
ZDHHC8	3439	14594	11
RTN4R	1917	26877	2
DGCR6L	1156	5807	5
LOC375133	2018	15036	16
SCARF2	3508	13272	11
KLHL22	2568	54317	7
PCQAP	3374	80033	18
DKFZp434N035	1958	3490	8
PIK4CA	3026	26965	23
SERPIND1	2221	13626	5
SNAP29	2868	30817	5
CRKL	5177	36176	3
AIFM3	2349	16216	21
DUSP27	4034	34316	5
USP6NL	4512	71766	14
THAP7	1186	1979	4
MGC16703	1806	5931	3
P2RXL1	3551	13668	12
LOC400891	3226	16296	11
FLJ42953	1832	18769	6
HIC2	6794	34056	3
LOC220686	2270	44492	17
UBE2L3	2907	56367	4
LOC150223	1335	1960	5
CCDC116	2191	4530	5
SDF2L1	873	2046	3
PPIL2	2608	30436	20
YPEL1	4284	38246	5
MAPK1	5913	108022	9
PPM1F	5151	33425	8
TOP3B	3106	25744	18
VPREB1	641	727	2
LOC96610	700	5498	6
SUHW2	5726	24732	4
SUHW1	2145	6551	2
PRAME	2202	11427	6
GGTL4	952	1589	4
RTDR1	1251	82648	7
GNAZ	3208	54553	3
RAB36	3822	19019	11
BCR	6926	137672	23
FLJ31568	2138	11950	3
LOC388882	1577	24894	12
IGLL1	899	7182	3
LOC51233	1278	23848	12
Rgr	2880	8311	11
ZNF70	4016	9507	2
VPREB3	544	1660	2
C22orf15	2020	2840	3
C22orf16	681	2120	4
MMP11	2260	11467	8
SMARCB1	1675	47555	9
DERL3	3099	4510	7
SLC2A11	1608	27996	12
MIF	561	845	3
GSTT2	1100	3774	5
DDT	663	8458	4
GSTT1	1005	8091	5
CABIN1	7222	166832	37
SUSD2	3183	7631	15
GGTLA1	2395	25390	12
SPECC1L	6206	146351	17
ADORA2A	2387	9233	2
UPB1	2066	31302	10
C22orf13	3603	14866	6
SNRPD3	1385	16892	4
GGT1	2363	45255	16
C22orf36	2943	7438	4
PIWIL3	3504	55683	21
bA9F11.1	507	4107	3
CRYBB3	853	7500	6
LOC91353	913	2304	2
LRP5L	3561	11096	4
ADRBK2	3626	158969	21
MYO18B	8565	288888	44
SEZ6L	3404	210955	17
ASPHD2	1884	14270	4
HPS4	4068	28105	12
LOC402055	1269	8052	8
TFIP11	2923	20541	16
TPST2	2000	39655	7
CRYBB1	921	18630	6
CRYBA4	807	8705	6
MN1	7555	53221	2
PITPNB	2924	67598	12
CHEK2	1987	54092	16
HSCB	1080	15446	6
CCDC117	3935	16572	5
XBP1	1819	6012	5
C22orf31	1070	3248	3
KREMEN1	6144	73698	9
EMID1	2059	53633	15
RHBDD3	1738	8071	7
EWSR1	1807	31881	15
GAS2L1	2527	5778	6
RASL10A	1786	2826	2
AP1B1	4173	60899	23
RFPL1	1495	3872	2
NEFH	3678	11056	4
THOC5	2676	45488	21
NIPSNAP1	2234	26527	10
NF2	3055	80339	16
LAMC3	6098	83943	28
CABP7	2978	11475	5
ZMAT5	917	36024	6
UCRC	975	3045	2
ASCC2	2778	49652	20
MTMR3	5961	144669	20
LOC400924	2272	2272	1
HORMAD2	1891	96606	11
LIF	3870	6306	3
OSM	1863	4021	3
LOC652968	1507	4395	9
TBC1D10A	1935	34915	9
SF3A1	4925	24937	16
LOC550631	2638	19781	12
LOC200312	1919	8499	9
SEC14L2	2816	26895	12
MTP18	936	3322	3
SEC14L3	2063	12798	12
SEC14L4	2499	16783	12
GAL3ST1	1791	10253	4
PES1	2261	15282	15
TCN2	1981	19887	9
DUSP18	2453	5834	2
OSBP2	4340	213019	14
C22orf27	1929	4142	2
MORC2	4467	41588	27
SMTN	3129	23305	20
SELM	689	2787	5
PIB5PA	2234	11722	13
PLA2G3	2574	5676	7
RNF185	3166	46822	7
LIMK2	3699	67815	16
MGC17330	2419	10888	6
PATZ1	3811	20459	5
DRG1	1449	34633	9
EIF4ENIF1	3521	50350	19
SFI1	4251	122273	33
PISD	2675	12330	9
C22orf30	1849	36490	6
DEPDC5	2382	61907	22
YWHAH	1792	13111	2
SLC5A1	2450	67387	15
LOC150297	803	9723	9
RFPL2	1492	3041	2
SLC5A4	2019	36855	15
RFPL3	1487	3294	2
C22orf28	2018	24665	12
BPIL2	1523	43083	15
FBXO7	2152	24111	9
SYN3	2918	494144	13
TMEM155	2316	6256	6
TIMP3	5485	62226	5
LARGE	4194	647348	16
ISX	3381	21249	4
HMG2L1	4091	38311	11
TOM1	2311	48113	15
HMOX1	1550	13108	5
MCM5	2533	24367	17
RASD2	2970	12692	3
MB	1077	10573	3
LOC284912	848	8143	2
APOL6	10138	20032	3
APOL5	1435	11609	5
RBM9	1860	96780	12
APOL3	2442	20599	4
APOL4	3413	15702	6
APOL2	2543	13433	5
APOL1	2855	14453	6
MYH9	7420	106656	41
TXN2	1336	14595	4
FOXRED2	3920	18768	9
EIF3S7	1948	18380	15
CACNG2	1548	138800	4
RABL4	1021	17860	7
PVALB	571	18772	5
CCL3	796	1904	3
NCF4	1382	17014	10
CSF2RB	2995	16596	13
C22orf33	976	16664	6
TST	1127	8585	3
MPST	1339	10161	3
KCTD17	1853	11814	8
TMPRSS6	3191	38215	18
IL2RB	4041	24081	10
C1QTNF6	2936	8125	3
SSTR3	2122	6108	2
RAC2	1466	18994	7
PSCD4	3200	32957	13
MFNG	2034	17283	8
CARD10	3898	28810	20
CDC42EP1	2131	8909	3
LGALS2	527	9771	4
GGA1	1692	9625	3
SH3BP1	2575	16366	18
PDXP	2005	8203	2
LGALS1	556	4195	4
NOL12	2839	7141	6
TRIOBP	10009	78935	23
H1F0	2329	2329	1
GCAT	1458	8949	9
GALR3	1157	2114	2
ANKRD54	2048	13441	8
EIF3S6IP	1948	39268	13
MICALL1	3864	35680	16
C22orf23	1560	10071	7
POLR2F	545	14089	5
SOX10	2861	12220	4
PICK1	2108	18446	13
PLA2G6	3060	70259	16
MAFF	2375	14515	3
C22orf5	3587	53719	9
CSNK1E	2791	26716	11
NCALD	3655	437792	7
KCNJ4	1900	17699	2
KDELR3	926	13553	4
DDX17	4090	5522	2
DMC1	2269	51236	14
CBY1	1269	17196	6
TOMM22	1376	2810	4
JOSD1	3166	14643	4
GTPBP1	5045	27784	12
UNC84B	3908	21213	18
DNAL4	1487	15649	4
NPTXR	5813	25560	5
ELAVL2	3805	135959	7
CBX6	3258	8001	5
APOBEC3A	1348	5566	5
APOBEC3B	1536	10379	8
APOBEC3C	1107	4559	4
APOBEC3D	1113	4453	3
APOBEC3F	804	3755	3
PIGH	1438	10995	4
APOBEC3G	1707	10612	8
APOBEC3H	916	6711	5
CBX7	3953	21751	6
PDGFB	2351	17201	7
RPL3	1337	6783	10
SYNGR1	1328	28432	4
MAP3K7IP1	3222	32127	11
MGAT3	2325	32113	2
SMCR7L	5698	15853	6
ATF4	2021	2122	2
RPS19BP1	927	3763	4
CACNA1I	9895	118981	36
ENTHD1	2709	150745	7
GRAP2	1552	70299	8
FAM83F	1925	20352	5
TNRC6B	15958	290991	24
ADSL	1680	20189	13
RUTBC3	2989	39699	22
MKL1	4490	226399	15
MCHR1	2422	3636	2
SLC25A17	2261	49752	9
ST13	3194	32087	12
XPNPEP3	3055	70785	10
DNAJB7	2575	2575	1
RBX1	519	21282	5
EP300	8765	87472	31
L3MBTL2	3296	25962	18
RANGAP1	3021	40602	16
ZC3H7B	5867	58584	23
TEF	4362	17366	4
TOB2	4565	13536	2
PHF5A	1064	8987	4
ACO2	2740	59864	18
POLR3H	4155	18658	7
PMM1	1203	12902	8
D15Wsu75e	745	19981	6
XRCC6	2133	42758	13
NHP2L1	1580	8619	3
FLJ23584	4975	7594	2
CCDC134	1275	25626	7
SREBF2	4304	73268	19
TNFRSF13C	895	1747	3
CENPM	830	8400	5
SEPT3	2249	21075	11
WBP2NL	2251	29684	6
NAGA	3606	12389	9
C22orf32	1566	4589	3
NDUFA6	1183	5358	3
CYP2D6	1657	4381	9
TCF20	7407	55427	5
NFAM1	3040	49424	6
SERHL	1345	11970	11
CGI-96	1200	7234	7
SERHL2	1373	20463	12
POLDIP3	3434	31235	9
CYB5R3	1970	28198	9
A4GALT	2091	28749	3
ARFGAP3	2725	60769	16
PACSIN2	3248	145374	11
TTLL1	1716	49784	12
BIK	949	18961	5
PLA2G5	1893	21693	5
TSPO	865	11713	4
TTLL12	3352	20479	14
C9orf167	4068	4813	2
SPANXN3	594	8744	2
FLJ23588	4800	283465	32
PNPLA5	2503	12299	9
PNPLA3	2805	23830	9
SAMM50	1715	41111	15
PARVB	1785	169929	14
PARVG	1621	25678	14
LDOC1L	5324	5556	2
LOC388910	720	3111	4
PRR5	1677	68969	9
LOC553158	1750	148194	14
ARHGAP8	1723	110225	13
PHF21B	3668	128537	13
NUP50	5221	24163	8
C22orf9	6287	20225	10
UPK3A	1024	10866	6
FAM118A	1688	30827	9
SMC1B	4250	69554	25
RIBC2	1395	18722	7
FBLN1	2485	55873	15
ATXN10	2963	173143	12
WNT7B	2224	55073	4
FLJ27365	2270	25636	5
PPARA	9965	93155	8
CBWD5	1571	58167	13
C16orf5	2739	28138	6
LOC150383	1614	6283	5
PKDREJ	7659	7659	1
CDIPT	1873	4900	6
C17orf71	3265	5240	4
GTSE1	4475	36782	13
MOCS1	2882	22156	10
TRMU	1963	21939	11
CELSR1	11389	176337	35
DIP	4315	53030	18
CERK	3021	5806	2
TBC1D22A	2142	411174	13
FLJ46257	4185	10527	6
LOC388915	1089	2294	4
FLJ44385	3894	7793	2
C22orf34	1462	37892	4
BRD1	4607	51515	12
ZBED4	5218	34562	2
ALG12	2374	15254	10
CRELD2	1355	8831	10
PIM3	2360	3559	6
FLJ41993	3635	18114	15
HOXC6	1680	2413	2
HOXC4	1665	2153	2
MOV10L1	3897	71622	27
PANX2	2932	9530	4
TRABD	2315	13668	10
SELO	2314	16637	9
TUBGCP6	6254	27283	24
HDAC10	2684	6200	20
MAPK12	1754	8759	12
MAPK11	2387	6637	12
SAPS2	4004	101755	23
SBF1	6124	28219	40
MYO5A	12226	221769	41
MIOX	1437	3538	10
TMEM153	2658	4734	14
NCAPH2	1387	11509	9
SCO2	927	1974	2
ECGF1	1597	4272	10
KLHDC7B	2080	2080	1
CPT1B	2878	9588	19
CHKB	4913	14104	27
KIAA0179	5085	36527	16
ARSA	2016	3121	8
ACR	1374	7080	5
MGC70863	1389	42421	4
RABL2B	2190	16168	9
OR1D4	993	993	1
CHL1	7647	212446	28
CNTN6	3529	310649	23
CNTN4	5042	957398	24
IL5RA	2365	40609	13
TRNT1	2177	22069	8
CRBN	2199	29693	11
LRRN1	3307	47751	2
SETMAR	2057	13878	3
SUMF1	2148	106125	9
ITPR1	9504	353944	58
BHLHB2	2919	5654	5
ARL8B	2983	58670	7
EDEM1	6071	32210	12
GRM7	3183	833212	13
LMCD1	1733	66295	6
LOH3CR2A	1653	1672	2
C3orf32	1541	32417	12
CAV3	1324	12955	3
OXTR	4358	19204	4
RAD18	3045	83586	13
SRGAP3	8798	269034	21
THUMPD3	2898	22677	10
HCTSL-s	657	13970	5
CPNE9	2048	26082	20
BRPF1	4726	16264	14
OGG1	2557	8383	7
CAMK1	1481	12629	12
TADA3L	2234	12767	9
ARPC4	1557	14563	6
NMT2	5004	62925	12
RPUSD3	1200	6143	9
CIDEC	1276	12342	6
JAGN1	1655	3758	2
IL17RE	2712	13780	17
IL17RC	2417	16532	19
GARS	2747	39466	17
RAB6C	3077	3077	1
KIAA1946	3553	69722	8
PRRT3	3368	6833	5
TMEM111	1079	22886	8
LOC401052	1897	4678	4
FANCD2	5203	73231	43
C3orf24	1013	26911	3
C3orf10	1175	11541	3
VHL	2950	10426	3
IRAK2	3469	78865	13
TATDN2	4482	32305	8
C3orf42	1327	1327	1
GHRL	518	4976	5
SEC13	1416	20239	9
ATP2B2	6804	123802	22
SLC6A11	1989	122228	14
SLC6A1	4457	46479	16
HRH1	3868	10016	3
ATG7	2376	282455	19
VGLL4	3542	164494	6
C3orf31	1252	56433	7
LRP5	5128	136636	23
TIMP4	1424	6075	5
AOF1	3875	68466	18
TSEN2	2358	48784	12
MKRN2	2763	26615	8
RAF1	3245	80571	17
TMEM40	1710	25417	12
RPL32	1769	5505	3
IQSEC1	4416	69587	14
NUP210	7191	104073	40
HDAC11	1719	25011	10
FBLN2	4324	89298	18
WNT7A	1714	61537	4
CHCHD4	1549	12740	4
TMEM43	3236	18635	12
XPC	3688	33493	16
LSM3	553	19500	4
SLC6A6	6506	86750	15
C3orf20	3277	97887	17
FGD5	5383	115090	20
NR2C2	8328	101543	15
MRPS25	4565	16797	4
ZFYVE20	6678	29076	14
CAPN7	4367	46690	21
C10orf130	1808	32558	9
BTD	2064	44070	4
ANKRD28	6336	192308	28
GALNTL2	3563	53992	10
OXNAD1	3920	40880	9
RFTN1	3001	197870	10
DAZL	3046	18704	11
PLCL2	3940	157504	6
TBC1D5	6609	582501	22
SATB1	3765	75906	11
KCNH8	5063	387119	16
EFHB	2819	54705	13
RAB5A	2324	37885	6
PCAF	4822	114371	18
SGOL1	2337	25598	9
ZNF659	1633	330148	8
UBE2E2	1510	387263	6
UBE2E1	1461	85364	6
NKIRAS1	1995	24966	5
RPL15	1989	3692	4
NR1D2	4330	34431	8
THRB	6340	376608	10
